key,item,english,translation,notes
ui_compact_tile_height_78b57a3,,Compact tile height,Compacte tegelhoogte,
ui_configured_light_65a3aad,,%1$s configured light%2$s,%1$s geconfigureerd licht%2$s,app fills in %1$s %2$s — keep them
ui_confirm_04a2122,,Confirm,Bevestigen,
ui_connect_b65463c,,Connect,Verbinden,
ui_connected_through_home_assistant_cloud_47a54c0,,Connected through Home Assistant Cloud,Verbonden via Home Assistant Cloud,don't translate Home Assistant
ui_connected_through_your_external_home_assistant_address_966b0e6,,Connected through your external Home Assistant address,Verbonden via je externe Home Assistant-adres,don't translate Home Assistant
ui_connected_through_your_home_network_cdf4e0f,,Connected through your home network,Verbonden via je thuisnetwerk,
ui_connecting_fd3e796,,Connecting…,Verbinden…,
ui_connection_6512ee1,,Connection,Verbinding,
ui_connection_switched_to_8f04753,,Connection switched to %1$s,Verbinding overgeschakeld naar %1$s,app fills in %1$s — keep them
ui_contacting_your_home_assistant_server_e0a53d1,,Contacting your Home Assistant server…,Verbinding maken met je Home Assistant-server…,don't translate Home Assistant
ui_content_4f9be05,,Content,Inhoud,
ui_continue_2e02623,,Continue,Doorgaan,
ui_continuous_gps_for_live_tracking_uses_much_more_battery_fdcd80d,,Continuous GPS for live tracking — uses much more battery. Leave off for official-app-like behavior.,Continue gps voor live volgen verbruikt veel meer batterij. Laat dit uit voor gedrag zoals in de officiële app.,
ui_control_ea1d3df,,Control,Bediening,
ui_control_how_accounts_become_tabs_and_lists_f100249,,Control how accounts become tabs and lists,Bepaal hoe accounts tabbladen en lijsten worden,
ui_control_layout_4c3b047,,Control layout,Bedieningsindeling,
ui_controls_and_history_sensors_used_by_the_dialog_f71675d,,Controls and history sensors used by the dialog,Bedieningselementen en geschiedenissensoren die door het dialoogvenster worden gebruikt,
ui_controls_light_in_this_profile_cd11089,,Controls %1$s light%2$s in this profile.,Bestuurt %1$s light%2$s in dit profiel.,app fills in %1$s %2$s — keep them
ui_cooling_5569ac4,,Cooling,Koelen,
ui_copy_af74f7c,,Copy,Kopiëren,
ui_copy_dashboard_2ea354e,,Copy dashboard,Dashboard kopiëren,
ui_copyright_2026_jimz011_b8f2c24,,Copyright © 2026 Jimz011,Copyright © 2026 Jimz011,
ui_corners_f1fb139,,Corners,Hoekafronding,
ui_could_not_add_the_parcel_check_the_number_and_fd157b4,,Could not add the parcel. Check the number and try again.,Kan het pakket niet toevoegen. Controleer het nummer en probeer het opnieuw.,
ui_couldn_t_reach_a30cc1b,,Couldn't reach %1$s,Kan %1$s niet bereiken,app fills in %1$s — keep them
ui_couldn_t_reach_your_home_assistant_server_2a17c09,,Couldn't reach your Home Assistant server.,Je Home Assistant-server is niet bereikbaar.,don't translate Home Assistant
ui_countdown_timer_282cb17,,Countdown timer,Afteltimer,
ui_create_6e157c5,,Create,Maken,
ui_create_a_flow_11b4415,,Create a flow,Flow maken,
ui_create_a_separate_dashboard_auto_generate_imports_once_and_a5f0ef1,,Create a separate dashboard. Auto Generate imports once and then becomes editable; Start Empty only keeps persons available.,Maak een apart dashboard. Automatisch genereren wordt één keer geïmporteerd en wordt vervolgens bewerkbaar; Start Leeg houdt alleen personen beschikbaar.,
ui_create_custom_page_d1f53e7,,Create custom page,Aangepaste pagina maken,
ui_created_by_jimz011_2026_hki_7_v_20cbca0,,Created by Jimz011 - 2026 • HKI 7 v%1$s,Gemaakt door Jimz011 - 2026 • HKI 7 v%1$s,app fills in %1$s — keep them; don't translate HKI 7
ui_created_by_jimz011_with_help_from_ai_assisted_development_47c9a41,,"Created by Jimz011 with help from AI-assisted development tools. Product direction, design choices, testing, and responsibility for the released app remain with the project creator.","Gemaakt door Jimz011 met behulp van AI-ondersteunde ontwikkelingstools. Productsturing, ontwerpkeuzes, testen en verantwoordelijkheid voor de uitgebrachte app blijven bij de maker van het project.",
ui_created_openly_1cc16d4,,Created openly,Openlijk gemaakt,
ui_creates_a_full_duplicate_of_including_all_rooms_widgets_b96bbb1,,"Creates a full duplicate of ""%1$s"", including all rooms, widgets, and page settings. The copy is added to your dashboards without switching to it.","Maakt een volledige kopie van ""%1$s"", inclusief alle kamers, widgets en pagina-instellingen. De kopie wordt aan je dashboards toegevoegd zonder ernaartoe te schakelen.",app fills in %1$s — keep them
ui_critical_04b7b26,,Critical,Kritisch,
ui_critical_low_5852b16,,%1$s critical · %2$s low,%1$s kritisch · %2$s laag,app fills in %1$s %2$s — keep them
ui_critical_replace_soon_dbd946d,,Critical — replace soon,Cruciaal – binnenkort vervangen,
ui_current_4fc0e2b,,Current,Huidig,
ui_current_88a0a02,,%1$s° current,Huidig: %1$s°,app fills in %1$s — keep them
ui_current_charge_b6b0b3d,,Current charge,Huidige lading,
ui_current_e4ef83d,,Current %1$s%%,Huidig: %1$s%%,app fills in %1$s — keep them
ui_current_weather_0fc6239,,Current weather,Actueel weer,
ui_currently_loaded_69ef6fb,,Currently loaded,Momenteel geladen,
ui_custom_081ae3f,,Custom,Aangepast,
ui_custom_buttons_c580449,,Custom buttons,Aangepaste knoppen,
ui_custom_camera_ada9096,,Custom Camera,Aangepaste camera,
ui_custom_camera_url_8191b15,,Custom camera URL,Aangepaste camera-URL,
ui_custom_ed17691,,Custom %1$s,Aangepast %1$s,app fills in %1$s — keep them
ui_custom_entities_d6e76ae,,Custom entities,Aangepaste entiteiten,
ui_custom_name_6af17c2,,Custom name,Aangepaste naam,
ui_custom_order_a7a5984,,Custom order,Eigen volgorde,
ui_custom_seconds_7467e28,,Custom seconds,Aangepaste seconden,
ui_custom_state_378153b,,Custom state...,Aangepaste status…,
ui_custom_url_9c155e9,,Custom URL,Aangepaste URL,
ui_customize_device_energy_b754bb5,,Customize device energy,Pas de energie van het apparaat aan,
ui_customize_top_consumers_eb249c5,,Customize top consumers,Pas topconsumenten aan,
ui_customize_water_devices_81ce5f6,,Customize water devices,Pas waterapparaten aan,
ui_d_6388bb3,,"%1$s d, %2$s","%1$s d, %2$s",app fills in %1$s %2$s — keep them
ui_daily_backup_is_active_111a631,,Daily backup is active,Dagelijkse back-up is actief,
ui_dashboard_d87f47b,,Dashboard,Dashboard,
ui_dashboard_header_36d8656,,Dashboard header,Dashboardkop,
ui_dashboard_name_466f3af,,Dashboard name,Dashboardnaam,
ui_dashboard_width_and_card_shape_3fcad11,,Dashboard width and card shape,Dashboardbreedte en kaartvorm,
ui_dashboards_197565b,,Dashboards,Dashboards,
ui_dashboards_shared_by_your_family_import_to_add_a_8a6d06e,,Dashboards shared by your family. Import to add a copy to your dashboards; import again later to pull updates.,Dashboards die je gezin heeft gedeeld. Importeer een kopie in je dashboards; importeer later opnieuw om updates op te halen.,
ui_dashboards_visual_style_and_everyday_navigation_17f3ac2,,"Dashboards, visual style, and everyday navigation","Dashboards, visuele stijl en dagelijkse navigatie",
ui_data_series_e5977fb,,Data series,Gegevensreeksen,
ui_data_sources_dadd6ac,,Data sources,Gegevensbronnen,
ui_date_eb9a4bc,,Date,Datum,
ui_datetime_f1e5baf,,DateTime,DatumTijd,
ui_day_to_839bf92,,%1$s day%2$s to %3$s,%1$s dag%2$s tot %3$s,app fills in %1$s %2$s %3$s — keep them
ui_decrease_67e19d8,,Decrease,Verlagen,
ui_default_808d7dc,,Default,Standaard,
ui_default_effect_per_type_a4ce3c4,,Default effect per type,Standaardeffect per type,
ui_default_view_343256a,,Default view,Standaardweergave,
ui_default_weather_entity_588d455,,Default weather entity,Standaardweerentiteit,
ui_defrosting_c3b2817,,Defrosting,Ontdooien,
ui_delete_0c6013a,,"Delete ""%1$s""?","""%1$s"" verwijderen?",app fills in %1$s — keep them
ui_delete_137cdc2,,Delete %1$s?,%1$s verwijderen?,app fills in %1$s — keep them
ui_delete_automation_442d61c,,Delete automation?,Automatisering verwijderen?,
ui_delete_f6fdbe4,,Delete,Verwijderen,
ui_delete_floor_07c4a91,,Delete floor,Verdieping verwijderen,
ui_delivered_eea956c,,Delivered,Bezorgd,
ui_demo_mode_a85b728,,Demo mode,Demomodus,
ui_description_55f8ebc,,Description,Beschrijving,
ui_details_dc3decb,,Details,Details,
ui_detected_carbon_intensity_9983458,,Detected carbon intensity,Gedetecteerde koolstofintensiteit,
ui_device_8c01559,,Device: %1$s,Apparaat: %1$s,app fills in %1$s — keep them
ui_device_a5a74a6,,Device,Apparaat,
ui_device_details_39c277d,,Device details,Apparaatgegevens,
ui_device_details_eb36018,,DEVICE DETAILS,DETAILS VAN HET APPARAAT,
ui_device_energy_79de3d8,,Device energy,Energie per apparaat,
ui_device_helpers_6a8b199,,Device & helpers,Apparaat en helpers,
ui_device_name_79d7a15,,Device name,Apparaatnaam,
ui_device_tracker_and_geocoded_location_f9e2d34,,Device tracker and geocoded location,Apparaattracker en geocodeerde locatie,
ui_devices_728190e,,devices,apparaten,
ui_devices_df485c8,,Devices,Apparaten,
ui_dialog_control_63e18cf,,Dialog control,Dialoogbesturing,
ui_direction_5a47d4d,,Direction —,Richting —,
ui_disable_battery_optimization_d3201bf,,Disable Battery Optimization,Batterijoptimalisatie uitschakelen,
ui_disarmed_aaa4d9e,,Disarmed,Uitgeschakeld,
ui_discovered_acbb9e0,,Discovered,Ontdekt,
ui_dismiss_70afe9e,,Dismiss,Sluiten,
ui_display_574ff9b,,Display,Weergave,
ui_display_linked_entities_and_dialog_layout_e6987f9,,"Display, linked entities, and dialog layout","Weergave, gekoppelde entiteiten en dialoogindeling",
ui_display_mode_627bc30,,Display mode,Weergavemodus,
ui_display_order_5f1293a,,Display order,Weergavevolgorde,
ui_done_e9b450d,,Done,Klaar,
ui_door_locked_4b46012,,Door\nLocked,Deur\nVergrendeld,\n = line break
ui_door_open_74899a4,,Door\nOpen,Deur\nOpen,\n = line break
ui_door_sensor_turns_lock_card_red_when_open_9bc1372,,Door sensor (turns lock card red when open),Deursensor (kleurt de vergrendelingskaart rood wanneer de deur open is),
ui_door_sensors_a7bb309,,Door sensors,Deursensoren,
ui_double_tap_a268e89,,Double tap,Dubbeltikken,
ui_drag_horizontally_across_the_full_button_547ea8c,,Drag horizontally across the full button,Sleep horizontaal over de volledige knop,
ui_drag_to_reorder_use_the_eye_button_to_hide_cd28b4c,,Drag to reorder. Use the eye button to hide an item or schedule when it shows.,Sleep om de volgorde te wijzigen. Gebruik de oogknop om een item te verbergen of in te plannen wanneer het wordt weergegeven.,
ui_drag_to_set_the_order_cameras_appear_on_the_7bcb4f5,,Drag to set the order cameras appear on the Security view.,Sleep om de volgorde in te stellen waarop camera's worden weergegeven in de beveiligingsweergave.,
ui_drag_to_set_the_order_the_cards_appear_below_b6a92e4,,Drag to set the order the cards appear below the house on the Energy view.,Sleep om de volgorde in te stellen waarin de kaarten onder het huis verschijnen in de Energieweergave.,
ui_drag_to_set_the_order_thermostats_and_ac_units_62d49e7,,Drag to set the order thermostats and AC units appear on the Climate view.,Sleep om de volgorde te bepalen waarin thermostaten en airco’s op de klimaatpagina verschijnen.,
ui_drying_7ea61a9,,Drying,Aan het ontvochtigen,
ui_e_e0184ad,,E,E,
ui_each_group_controls_one_part_of_this_page_286a40b,,Each group controls one part of this page,Elke groep beheert een deel van deze pagina,
ui_each_home_keeps_its_own_login_dashboard_notification_conne_c261f94,,"Each home keeps its own login, dashboard, notification connection, and location registration","Elke woning behoudt zijn eigen login, dashboard, notificatieverbinding en locatieregistratie",
ui_edit_5301648,,Edit,Bewerken,
ui_edit_entities_485ee65,,Edit entities,Entiteiten bewerken,
ui_edit_page_17e45f8,,Edit page,Pagina bewerken,
ui_edit_sensors_6c38d51,,Edit sensors,Sensoren bewerken,
ui_effects_8f25a85,,Effects,Effecten,
ui_electricity_925cf7f,,Electricity,Elektriciteit,
ui_electricity_total_c81c63f,,Electricity Total,Totaal elektriciteit,
ui_elevation_a514da1,,Elevation,Hoogte,
ui_empty_3159fe4,,Empty,Leeg,
ui_empty_bin_0cbe2d7,,Empty bin,Lege bak,
ui_empty_bin_bcf05c4,,Empty bin: %1$s,Lege bak: %1$s,app fills in %1$s — keep them
ui_empty_bin_optional_fallback_e40b857,,Empty bin (optional fallback),Lege bak (optionele fallback),
ui_empty_iframe_open_its_settings_in_edit_mode_and_c17ba2f,,Empty iFrame — open its settings in edit mode and enter a web address.,Leeg iFrame — open de instellingen in de bewerkingsmodus en voer een webadres in.,
ui_empty_markdown_widget_open_its_settings_in_edit_mode_b65072d,,Empty markdown widget — open its settings in edit mode to write content.,Lege markdown-widget: open de instellingen in de bewerkingsmodus om inhoud te schrijven.,
ui_empty_stack_79d38d5,,Empty Stack,Lege stapel,
ui_enable_cloud_backup_32fe82b,,Enable cloud backup,Schakel cloudback-up in,
ui_enable_home_assistant_backup_bd7cf62,,Enable Home Assistant backup,Schakel Home Assistant-back-up in,don't translate Home Assistant
ui_enable_the_features_hki_7_may_use_in_the_52e596d,,Enable the features HKI 7 may use in the background,Schakel de functies in die HKI 7 op de achtergrond kan gebruiken,don't translate HKI 7
ui_enabled_e22fb09,,ENABLED,INGESCHAKELD,
ui_end_2a002eb,,End: %1$s,Einde: %1$s,app fills in %1$s — keep them
ui_energy_437bcb1,,Energy,Energie,
ui_energy_cards_c84abda,,Energy Cards,Energiekaarten,
ui_energy_counters_imported_from_home_assistant_s_energy_dash_9dd23f9,,Energy counters imported from Home Assistant's Energy dashboard.,Energietellers geïmporteerd uit het Energiedashboard van Home Assistant.,don't translate Home Assistant
ui_energy_stack_cards_5ac4b4c,,Energy Stack Cards,Energiestapelkaarten,
ui_energyscene_374cbbb,,energyScene,energieScène,
ui_enter_a_pin_4e6a960,,Enter a PIN,Voer een pincode in,
ui_enter_a_valid_json_object_00d1e89,,Enter a valid JSON object,Voer een geldig JSON-object in,
ui_enter_an_address_manually_5eda99d,,Enter an address manually,Voer handmatig een adres in,
ui_enter_code_ab45ae5,,Enter code,Voer code in,
ui_enter_http_url_relative_path_or_webrtc_id_e_bb736eb,,"Enter HTTP URL, relative path, or WebRTC ID (e.g., poort_hd)","Voer de HTTP-URL, het relatieve pad of de WebRTC-ID in (bijvoorbeeld poort_hd)",
ui_enter_http_url_relative_path_or_webrtc_path_e_41da8c2,,"Enter HTTP URL, relative path, or WebRTC path (e.g., url: poort_hd)","Voer de HTTP-URL, het relatieve pad of het WebRTC-pad in (bijvoorbeeld URL: poort_hd)",
ui_enter_the_same_data_object_home_assistant_shows_in_f7e27af,,Enter the same data object Home Assistant shows in YAML. JSON is used here so values keep their exact type.,"Voer hetzelfde dataobject in dat Home Assistant toont in YAML. JSON wordt hier gebruikt, zodat waarden hun exacte type behouden.",don't translate Home Assistant
ui_entities_390082d,,Entities · %1$s,Entiteiten · %1$s,app fills in %1$s — keep them
ui_entities_6510c2f,,Entities (%1$s),Entiteiten (%1$s),app fills in %1$s — keep them
ui_entities_9d88f3c,,entities,entiteiten,
ui_entities_appearance_and_interactions_b90b013,,"Entities, appearance, and interactions","Entiteiten, uiterlijk en interacties",
ui_entities_f7638a2,,Entities,Entiteiten,
ui_entities_that_signal_activity_or_safety_states_769b862,,Entities that signal activity or safety states,Entiteiten die activiteit of veiligheidstoestanden signaleren,
ui_entity_icons_gently_glow_spin_or_pulse_while_the_b3a8910,,"Entity icons gently glow, spin, or pulse while the device is on. Only active devices animate.","Entiteitspictogrammen gloeien zachtjes, draaien of pulseren terwijl het apparaat is ingeschakeld. Alleen actieve apparaten animeren.",
ui_entity_integrations_852a3e0,,Entity integrations,Entiteitsintegraties,
ui_entity_name_9543eb8,,Entity name,Naam van de entiteit,
ui_entity_picture_0569c68,,Entity picture,Entiteitsfoto,
ui_entity_unavailable_3974ddb,,Entity unavailable,Entiteit niet beschikbaar,
ui_event_ad8919a,,Event,Evenement,
ui_every_contribution_helps_and_payment_is_never_required_1bc44f2,,"Every contribution helps, and payment is never required",Elke bijdrage helpt en er is nooit betaling nodig,
ui_everyday_navigation_e2f1711,,Everyday navigation,Dagelijkse navigatie,
ui_everyone_c756f6a,,Everyone,Iedereen,
ui_exact_text_or_number_reported_by_home_assistant_00e5cc6,,Exact text or number reported by Home Assistant,Exacte tekst of nummer gerapporteerd door Home Assistant,don't translate Home Assistant
ui_example_com_or_https_8381ca6,,example.com or https://…,voorbeeld.com of https://…,
ui_existing_camera_5fb3653,,Existing Camera,Bestaande camera,
ui_exit_demo_mode_ab94122,,Exit Demo Mode,Demomodus afsluiten,
ui_exit_full_screen_3d9afda,,Exit full screen,Volledig scherm sluiten,
ui_exiting_removes_the_sample_home_and_returns_to_the_05548e1,,"Exiting removes the sample home and returns to the welcome screen, where you can connect a real Home Assistant server.","Bij afsluiten wordt de voorbeeldwoning verwijderd en keer je terug naar het welkomstscherm, waar je verbinding kunt maken met een echte Home Assistant-server.",don't translate Home Assistant
ui_expected_delivery_78d54b2,,Expected delivery,Verwachte bezorging,
ui_expected_today_4af5600,,Expected today,Vandaag verwacht,
ui_external_url_or_nabu_casa_url_d2e1eed,,External URL or Nabu Casa URL,Externe URL of Nabu Casa-URL,don't translate Nabu Casa
ui_family_sharing_160fddb,,Family Sharing,Delen met gezin,
ui_family_sharing_settings_are_controlled_by_a_home_assistant_cdb35a2,,Family Sharing settings are controlled by a Home Assistant admin. You can use a dashboard shared with you below.,De instellingen voor 'Delen met gezin' worden beheerd door een Home Assistant-beheerder. Je kunt hieronder een dashboard gebruiken dat met je wordt gedeeld.,don't translate Home Assistant
ui_fan_ec38406,,Fan,Ventilator,
ui_fan_modes_fbaa3df,,Fan & modes,Ventilator en modi,
ui_fans_73d38db,,Fans,Ventilatoren,
ui_fetch_climate_entities_from_home_assistant_again_a65f837,,Fetch climate entities from Home Assistant again.,Haal klimaatentiteiten opnieuw op uit Home Assistant.,don't translate Home Assistant
ui_fetch_rooms_floors_and_their_entities_from_home_assistant_0d84305,,"Fetch rooms, floors, and their entities from Home Assistant again.","Haal kamers, verdiepingen en hun entiteiten opnieuw op uit Home Assistant.",don't translate Home Assistant
ui_fetch_security_entities_from_home_assistant_again_577b666,,Fetch security entities from Home Assistant again.,Haal de beveiligingsentiteiten opnieuw op uit Home Assistant.,don't translate Home Assistant
ui_fetch_the_home_assistant_energy_dashboard_configuration_ag_9180e9b,,Fetch the Home Assistant energy dashboard configuration again.,Haal de configuratie van het Home Assistant-energiedashboard opnieuw op.,don't translate Home Assistant
ui_find_home_assistant_locally_c992bdf,,Find Home Assistant locally,Vind Home Assistant lokaal,don't translate Home Assistant
ui_firmware_94fe490,,Firmware %1$s,Firmware %1$s,app fills in %1$s — keep them
ui_five_simple_gestures_are_all_you_need_to_get_d4c2675,,Five simple gestures are all you need to get around HKI 7.,Vijf eenvoudige gebaren zijn alles wat je nodig hebt om HKI 7 te omzeilen.,don't translate HKI 7
ui_fixed_tab_10fe998,,Fixed tab,Vast tabblad,
ui_floor_7db82f7,,Floor,Verdieping,
ui_floor_assignment_288a740,,Floor assignment,Verdiepingstoewijzing,
ui_floor_name_e9d98d6,,Floor name,Verdiepingsnaam,
ui_floor_settings_640cb8e,,Floor settings,Verdiepingsinstellingen,
ui_flowphase_101d9f0,,flowPhase,stroomfase,
ui_flows_1242655,,Flows,Flows,
ui_focused_groups_keep_advanced_options_easy_to_find_44ac86e,,Focused groups keep advanced options easy to find,Gerichte groepen zorgen ervoor dat geavanceerde opties gemakkelijk te vinden zijn,
ui_font_family_54a1848,,Font family,Lettertypefamilie,
ui_font_size_ef89fc7,,Font size · %1$s%%,Lettergrootte · %1$s%%,app fills in %1$s — keep them
ui_fonts_ffe688a,,Fonts,Lettertypen,
ui_force_high_refresh_rate_214de79,,Force high refresh rate,Forceer een hoge vernieuwingsfrequentie,
ui_forecast_528bc4b,,Forecast,Voorspelling,
ui_forecast_entities_c950412,,Forecast entities,Prognose-entiteiten,
ui_forget_selection_7864f34,,Forget selection,Vergeet selectie,
ui_forward_ba4e722,,Forward,Vooruit,
ui_from_ad3b521,,From %1$s,Van %1$s,app fills in %1$s — keep them
ui_from_state_6c7eaef,,From state,Van-status,
ui_full_changelog_ae838e7,,Full changelog,Volledige changelog,
ui_full_controls_68749a5,,Full controls,Volledige controles,
ui_full_day_name_25ab7ee,,Full Day Name,Volledige dagnaam,
ui_full_url_or_a_path_on_your_home_assistant_66f9c59,,Full URL or a path on your Home Assistant server (e.g. /local/vacuum.png),Volledige URL of een pad op je Home Assistant-server (bijvoorbeeld /local/vacuum.png),don't translate Home Assistant
ui_gas_ead9650,,Gas,Gas,
ui_generating_your_rooms_01654a1,,Generating your rooms,Je kamers worden gegenereerd,
ui_get_started_bd2cb05,,Get Started,Aan de slag,
ui_give_a_humidifier_a_fan_select_input_select_to_860be4d,,"Give a humidifier a fan / select / input_select to control its speed; its options replace the humidifier's mode chips, and modes move to the dialog's nav bar.","Geef een luchtbevochtiger een ventilator / select / input_select om de snelheid ervan te regelen; de opties vervangen de moduschips van de luchtbevochtiger, en de modi verplaatsen zich naar de navigatiebalk van het dialoogvenster.",
ui_glow_6ae5a62,,glow,gloed,
ui_glowphase_748e6d6,,glowPhase,gloedfase,
ui_glowpulse_9269294,,glowPulse,gloedPuls,
ui_good_61dedcf,,Good,Goed,
ui_google_drive_07c2964,,Google Drive,Google Drive,don't translate Google Drive
ui_got_it_5b8027f,,Got it,Ik heb het,
ui_got_it_let_s_explore_107038f,,Got it — let's explore,"Oké, laten we het verkennen",
ui_graph_sensor_c63cbb6,,Graph %1$s · %2$s sensor%3$s,Grafiek %1$s · %2$s sensor%3$s,app fills in %1$s %2$s %3$s — keep them
ui_graph_style_6acd980,,Graph Style,Grafiekstijl,
ui_graphs_7839947,,Graphs,Grafieken,
ui_grid_density_and_button_presentation_b7907e5,,Grid density and button presentation,Rasterdichtheid en knoppresentatie,
ui_grid_density_width_and_tile_shape_267ad9a,,"Grid density, width, and tile shape","Rasterdichtheid, breedte en tegelvorm",
ui_grid_phases_0a5eae5,,Grid & phases,Raster & fasen,
ui_group_light_paused_for_manual_control_78d6b74,,%1$s group light%2$s paused for manual control.,%1$s groepslicht%2$s gepauzeerd voor handmatige bediening.,app fills in %1$s %2$s — keep them
ui_group_related_cards_in_one_section_f978d2b,,Group related cards in one section,Groepeer gerelateerde kaarten in één sectie,
ui_guide_motion_579dcaf,,guide_motion,geleide_beweging,
ui_guide_progress_6138614,,guide_progress,gids_vooruitgang,
ui_gust_53f5da4,, (gust %1$s),(windstoot %1$s),app fills in %1$s — keep them; keep the space at the start/end
ui_h_0be1674,,%1$sh,%1$su,app fills in %1$s — keep them
ui_header_31341c6,,Header,Dashboardkop,
ui_header_appearance_40327c9,,Header appearance,Koptekst uiterlijk,
ui_header_custom_color_rrggbb_1887d0a,,Header custom color (#RRGGBB),Aangepaste kleur koptekst (#RRGGBB),
ui_header_pill_d7520cf,,Header pill,Hoofd pil,
ui_header_text_7f71314,,Header text,Koptekst,
ui_header_text_f7593e7,,Header Text,Koptekst,
ui_header_wallpaper_url_or_path_25cf2b6,,Header wallpaper URL or path,Kopachtergrond-URL of pad,
ui_heading_some_bold_text_a_list_item_one_item_b7f049b,,"# Heading\nSome **bold** text, a list:\n- item one\n- item two","# Kop\nWat **vetgedrukte** tekst, een lijst:\n- punt één\n- punt twee",\n = line break
ui_healthy_80ea156,,Healthy,Gezond,
ui_heating_f2a3e6e,,Heating,Verwarmen,
ui_height_3f608b4,,Height,Hoogte,
ui_help_the_project_without_buying_premium_e960d10,,Help the project without buying Premium,Help het project zonder Premium te kopen,
ui_hidden_1364716,,%1$s hidden,%1$s verborgen,app fills in %1$s — keep them
ui_hidden_d4c2792,,Hidden,Verborgen,
ui_hidden_during_c0afbbc,,Hidden during,Verborgen tijdens,
ui_hidden_rooms_f621ba4,,Hidden rooms,Verborgen kamers,
ui_hidden_items_advanced_title,,Hidden items (advanced),Verborgen items (geavanceerd),
ui_hidden_items_advanced_hint,,Comma-separated list of button entity ids or badge/widget ids to hide from this person specifically. A button's id is its entity id; a badge or widget's id is shown in its own Appearance settings.,Door komma's gescheiden lijst met knopentiteits-ID's of badge-/widget-ID's die specifiek voor deze persoon moeten worden verborgen. De ID van een knop is de entiteits-ID; de ID van een badge of widget wordt weergegeven in zijn eigen weergave-instellingen.,
ui_hidden_views_3e16d85,,Hidden views,Verborgen uitzichten,
ui_hide_certain_views_or_rooms_from_specific_people_to_f10458c,,Hide certain views or rooms from specific people to keep their dashboard simple. This is UX-level hiding — it does not restrict what they can do in Home Assistant itself.,Verberg bepaalde weergaven of kamers voor specifieke mensen om hun dashboard eenvoudig te houden. Dit is verbergen op UX-niveau – het beperkt niet wat ze in Home Assistant zelf kunnen doen.,don't translate Home Assistant
ui_hide_connection_notification_dcee06a,,Hide Connection Notification,Verbindingsmelding verbergen,
ui_hide_this_badge_or_schedule_when_it_appears_e149fbf,,"Hide this badge, or schedule when it appears",Verberg deze badge of plan wanneer deze verschijnt,
ui_hide_this_button_or_schedule_when_it_appears_a28bf66,,"Hide this button, or schedule when it appears",Verberg deze knop of plan wanneer deze verschijnt,
ui_high_accuracy_mode_954d2c5,,High accuracy mode,Hoge nauwkeurigheidsmodus,
ui_history_90ccd64,,History,Geschiedenis,
ui_hki_7_68a9e17,,HKI 7,HKI 7,don't translate HKI 7
ui_hki_7_collects_location_data_to_enable_presence_detection_2dda033,,HKI 7 collects location data to enable presence detection and zone-based ,HKI 7 verzamelt locatiegegevens voor aanwezigheidsdetectie en zonegebonden ,don't translate HKI 7; keep the space at the start/end
ui_hki_7_logo_a445c44,,HKI 7 logo,HKI 7-logo,don't translate HKI 7
ui_hki_7_turns_your_native_home_assistant_entities_rooms_c95b345,,"HKI 7 turns your native Home Assistant entities, rooms, automations, media, energy data, and services into a configurable mobile dashboard. It is designed to stay connected to Home Assistant as the source of truth while offering a distinct HKI interface.","HKI 7 zet je Home Assistant-entiteiten, kamers, automatiseringen, media, energiegegevens en services om in een configureerbaar mobiel dashboard. Home Assistant blijft het leidende systeem, terwijl HKI 7 een eigen interface biedt.","don't translate Home Assistant, HKI 7"
ui_hki_7_v_d5594a7,,HKI 7 v%1$s,HKI 7 v%1$s,app fills in %1$s — keep them; don't translate HKI 7
ui_home_and_rooms_are_always_shown_reorder_the_other_bea984a,,Home and Rooms are always shown. Reorder the other tabs with the arrows and toggle each on or off.,Thuis en Kamers worden altijd weergegeven. Herschik de andere tabbladen met de pijlen en schakel ze allemaal in of uit.,
ui_home_assistant_backup_is_off_4524f2e,,Home Assistant backup is off,Home Assistant-back-up staat uit,don't translate Home Assistant
ui_home_assistant_c8fd3bb,,Home Assistant,Thuisassistent,don't translate Home Assistant
ui_home_assistant_instances_b0de2f3,,Home Assistant instances,Home Assistant-instanties,don't translate Home Assistant
ui_home_assistant_will_be_unavailable_briefly_while_it_restar_df30b45,,Home Assistant will be unavailable briefly while it restarts. Administrator access is required.,Home Assistant zal kortstondig niet beschikbaar zijn terwijl het opnieuw opstart. Beheerderstoegang is vereist.,don't translate Home Assistant
ui_home_security_aa534f2,,HOME SECURITY,HUISBEVEILIGING,
ui_home_wi_fi_names_comma_separated_b71c6ab,,Home Wi-Fi names (comma separated),Wi-Fi-thuisnamen (door komma's gescheiden),
ui_hourly_forecast_50f6c9c,,Hourly forecast,Voorspelling per uur,
ui_how_this_control_communicates_state_ad17a3d,,How this control communicates state,Hoe deze controle de status communiceert,
ui_how_this_icon_animates_while_the_device_is_active_dffdaf5,,"How this icon animates while the device is active. ""Auto"" follows the global setting; the rest override it for this icon.","Hoe dit pictogram beweegt terwijl het apparaat actief is. ""Auto"" volgt de algemene instelling; de rest overschrijft het voor dit pictogram.",
ui_http_homeassistant_local_8123_67b2235,,http://homeassistant.local:8123,http://homeassistant.local:8123,
ui_http_url_relative_path_or_webrtc_name_e_g_dfc56c4,,"HTTP URL, relative path, or WebRTC name (e.g., url: poort_hd)","HTTP-URL, relatief pad of WebRTC-naam (bijvoorbeeld URL: poort_hd)",
