key,item,english,translation,notes
ui_choose_avatar_image_bcd5b00,,Choose avatar image,Wählen Sie ein Avatarbild,
ui_choose_between_the_full_header_and_a_compact_navigation_90ec55e,,Choose between the full header and a compact navigation bar,Wählen Sie zwischen der vollständigen Kopfzeile und einer kompakten Navigationsleiste,
ui_choose_entity_31b0424,,Choose entity,Wählen Sie eine Entität,
ui_choose_how_this_phone_or_tablet_appears_in_home_419da67,,Choose how this phone or tablet appears in Home Assistant,"Wählen Sie aus, wie dieses Telefon oder Tablet in Home Assistant angezeigt wird",don't translate Home Assistant
ui_choose_icon_b0047ce,,Choose icon,Symbol auswählen,
ui_choose_included_cards_and_shared_entity_overrides_a507343,,Choose included cards and shared entity overrides,Wählen Sie eingeschlossene Karten und Überschreibungen gemeinsamer Entitäten aus,
ui_choose_included_views_and_shared_entity_overrides_41f2e64,,Choose included views and shared entity overrides,Wählen Sie eingeschlossene Ansichten und Überschreibungen gemeinsamer Entitäten,
ui_choose_one_or_more_carrier_devices_in_widget_settings_100a4ca,,Choose one or more carrier devices in widget settings.,Wählen Sie in den Widget-Einstellungen ein oder mehrere Trägergeräte aus.,
ui_choose_person_entity_977db64,,Choose person entity,Wählen Sie eine Personenentität,
ui_choose_the_climate_view_and_optional_entity_overrides_a69cbbc,,Choose the climate view and optional entity overrides,Wählen Sie die Klimaansicht und optionale Entitätsüberschreibungen,
ui_choose_the_energy_view_and_override_its_entities_if_523c3be,,Choose the energy view and override its entities if needed,Wählen Sie die Energieansicht und überschreiben Sie bei Bedarf deren Entitäten,
ui_choose_the_entity_and_card_content_8bde89a,,Choose the entity and card content,Wählen Sie die Entität und den Karteninhalt,
ui_choose_the_home_assistant_entities_that_drive_this_room_53a4061,,Choose the Home Assistant entities that drive this room's live indicators. Indicators only appear while they are active.,"Wählen Sie die Home Assistant-Entitäten aus, die die Live-Anzeigen dieses Raums steuern. Indikatoren erscheinen nur, solange sie aktiv sind.",don't translate Home Assistant
ui_choose_the_home_assistant_shown_in_hki_7_b29bc26,,Choose the Home Assistant shown in HKI 7,Wählen Sie den in HKI 7 gezeigten Home Assistant,"don't translate Home Assistant, HKI 7"
ui_choose_the_player_and_dashboard_label_7fa88ba,,Choose the player and dashboard label,Wählen Sie die Player- und Dashboard-Beschriftung,
ui_choose_the_profile_for_this_light_d8c7bae,,Choose the profile for this light,Wählen Sie das Profil für diese Leuchte,
ui_choose_the_sensors_plotted_together_3bc1663,,Choose the sensors plotted together,Wählen Sie die gemeinsam dargestellten Sensoren aus,
ui_choose_the_source_and_when_a_battery_is_considered_0b993df,,Choose the source and when a battery is considered low,Wählen Sie die Quelle und wann eine Batterie als schwach gilt,
ui_choose_what_tap_double_tap_and_hold_should_do_0bbe9c8,,"Choose what tap, double tap, and hold should do","Wählen Sie aus, was durch Tippen, Doppeltippen und Halten bewirkt werden soll",
ui_choose_what_this_action_should_control_7ebe4ab,,Choose what this action should control,"Wählen Sie aus, was diese Aktion steuern soll",
ui_choose_what_this_badge_summarizes_a7af7e6,,Choose what this badge summarizes,"Wählen Sie aus, was dieses Abzeichen zusammenfasst",
ui_choose_what_this_header_pill_shows_0bbdbc2,,Choose what this header pill shows,"Wählen Sie aus, was in dieser Kopfzeile angezeigt wird",
ui_choose_where_to_restore_the_dashboard_configuration_from_bb40b34,,Choose where to restore the dashboard configuration from.,"Wählen Sie aus, von wo aus die Dashboard-Konfiguration wiederhergestellt werden soll.",
ui_choose_whether_this_person_appears_in_the_home_header_49f0ec2,,Choose whether this person appears in the Home header,"Wählen Sie aus, ob diese Person im Home-Header angezeigt wird",
ui_choose_which_profiles_this_widget_can_control_2cd9b2b,,Choose which profiles this widget can control,"Wählen Sie aus, welche Profile dieses Widget steuern kann",
ui_choose_who_can_see_this_dashboard_they_can_import_2f5e49d,,Choose who can see this dashboard. They can import it into their own app.,"Wählen Sie aus, wer dieses Dashboard sehen kann. Sie können es in ihre eigene App importieren.",
ui_choose_your_dashboard_1ec85e9,,Choose your dashboard,Wählen Sie Ihr Dashboard,
ui_clean_rooms_4dc67ab,,Clean rooms,Saubere Zimmer,
ui_clean_selected_43d8dd5,,Clean selected,Sauber ausgewählt,
ui_clear_719ea39,,Clear,In Ordnung,
ui_clear_battery_config_d8854f7,,Clear battery config?,Batteriekonfiguration löschen?,
ui_clear_battery_view_1952347,,Clear battery view?,Klare Batterieansicht?,
ui_clear_battery_view_5ef09bf,,Clear Battery View,Batterieansicht löschen,
ui_clear_climate_view_48e8a5e,,Clear Climate View,Klare Klimaansicht,
ui_clear_climate_view_9a1339c,,Clear climate view?,Klare Klimasicht?,
ui_clear_config_51f6330,,Clear config,Konfiguration löschen,
ui_clear_energy_view_401c166,,Clear Energy View,Klare Energieansicht,
ui_clear_energy_view_d577bb7,,Clear energy view?,Klare Energiesicht?,
ui_clear_filters_4122267,,Clear filters,Filter löschen,
ui_clear_rooms_view_87a43ca,,Clear Rooms View,Klare Zimmeransicht,
ui_clear_rooms_view_f1d0d72,,Clear rooms view?,Freie Sicht auf die Zimmer?,
ui_clear_search_67300d0,,Clear search,Suche löschen,
ui_clear_security_view_219e25b,,Clear Security View,Klare Sicherheitsansicht,
ui_clear_security_view_48790f7,,Clear security view?,Klare Sicht auf die Sicherheit?,
ui_clear_selection_247fd63,,Clear selection,Klare Auswahl,
ui_climate_4857860,,Climate,Klima,
ui_climate_cards_f4996fd,,Climate Cards,Klimakarten,
ui_climate_devices_are_found_automatically_add_extra_entities_5ebd8b7,,Climate devices are found automatically; add extra entities here if any are missing.,"Klimageräte werden automatisch gefunden; Fügen Sie hier zusätzliche Entitäten hinzu, falls welche fehlen.",
ui_climate_dialog_control_add9f2b,,Climate dialog control,Klimadialogsteuerung,
ui_climate_sources_take_priority_and_use_their_current_temper_5dbcde3,,Climate sources take priority and use their current_temperature and current_humidity values. ,Klimaquellen haben Priorität und verwenden ihre aktuellen Temperatur- und aktuellen Feuchtigkeitswerte.,keep the space at the start/end
ui_climate_stack_cards_dcff178,,Climate Stack Cards,Klima-Stack-Karten,
ui_climate_summary_4686577,,Climate summary,Klimazusammenfassung,
ui_climatedooropen_026f1c8,,climateDoorOpen,KlimaTürÖffnen,
ui_climatehouse_9c0637a,,climateHouse,KlimaHaus,
ui_climatewindowopen_9b0794a,,climateWindowOpen,KlimaFensterÖffnen,
ui_close_bbfa773,,Close,Schließen,
ui_cloud_backup_is_off_71dfae1,,Cloud backup is off,Cloud-Backup ist deaktiviert,
ui_collapsed_by_default_65a57c6,,Collapsed by default,Standardmäßig minimiert,
ui_collapsible_c932fac,,Collapsible,Zusammenklappbar,
ui_collection_30c54a9,,Collection,Sammlung,
ui_color_1d0c830,,Color,Farbe,
ui_color_typography_and_component_shape_b82e582,,"Color, typography, and component shape","Farbe, Typografie und Komponentenform",
ui_colors_and_light_dark_mode_37de9d5,,Colors and light/dark mode,Farben und Hell-/Dunkelmodus,
ui_columns_cf723c5,,Columns,Spalten,
ui_combine_multiple_accounts_from_the_same_carrier_into_one_0006a49,,Combine multiple accounts from the same carrier into one tab and parcel list.,Kombinieren Sie mehrere Konten desselben Spediteurs in einer Registerkarte und Paketliste.,
ui_comfortpulse_100b63b,,comfortPulse,ComfortPulse,
ui_community_source_716abd9,,Community source,Community-Quelle,
ui_compact_1df39aa,,Compact,Kompakt,
ui_compact_header_50275e8,,Compact header,Kompakter Header,
ui_compact_mode_hides_the_left_header_pill_persons_subtitle_da84968,,"Compact mode hides the left header pill, persons, subtitle/status information, and room counters. Swipe down on the compact bar to open Search, Flows, Edit, and Settings.","Im Kompaktmodus werden die linke Kopfzeile, Personen, Untertitel-/Statusinformationen und Raumzähler ausgeblendet. Wischen Sie auf der Kompaktleiste nach unten, um „Suche“, „Flows“, „Bearbeiten“ und „Einstellungen“ zu öffnen.",
ui_compact_tile_height_78b57a3,,Compact tile height,Kompakte Fliesenhöhe,
ui_configured_light_65a3aad,,%1$s configured light%2$s,%1$s konfiguriertes Licht%2$s,app fills in %1$s %2$s — keep them
ui_confirm_04a2122,,Confirm,Bestätigen,
ui_connect_b65463c,,Connect,Verbinden,
ui_connected_through_home_assistant_cloud_47a54c0,,Connected through Home Assistant Cloud,Verbunden über die Home Assistant Cloud,don't translate Home Assistant
ui_connected_through_your_external_home_assistant_address_966b0e6,,Connected through your external Home Assistant address,Verbunden über Ihre externe Home Assistant-Adresse,don't translate Home Assistant
ui_connected_through_your_home_network_cdf4e0f,,Connected through your home network,Verbunden über Ihr Heimnetzwerk,
ui_connecting_fd3e796,,Connecting…,Verbindung wird hergestellt…,
ui_connection_6512ee1,,Connection,Verbindung,
ui_connection_switched_to_8f04753,,Connection switched to %1$s,Verbindung wurde auf %1$s umgestellt,app fills in %1$s — keep them
ui_contacting_your_home_assistant_server_e0a53d1,,Contacting your Home Assistant server…,Kontaktaufnahme mit Ihrem Home Assistant-Server…,don't translate Home Assistant
ui_content_4f9be05,,Content,Inhalt,
ui_continue_2e02623,,Continue,Weitermachen,
ui_continuous_gps_for_live_tracking_uses_much_more_battery_fdcd80d,,Continuous GPS for live tracking — uses much more battery. Leave off for official-app-like behavior.,Kontinuierliches GPS für Live-Tracking – verbraucht viel mehr Batterie. Verzichten Sie auf ein offizielles App-ähnliches Verhalten.,
ui_control_ea1d3df,,Control,Kontrolle,
ui_control_how_accounts_become_tabs_and_lists_f100249,,Control how accounts become tabs and lists,"Steuern Sie, wie Konten zu Registerkarten und Listen werden",
ui_control_layout_4c3b047,,Control layout,Steuerungslayout,
ui_controls_and_history_sensors_used_by_the_dialog_f71675d,,Controls and history sensors used by the dialog,Vom Dialog verwendete Steuerelemente und Verlaufssensoren,
ui_controls_light_in_this_profile_cd11089,,Controls %1$s light%2$s in this profile.,Steuert %1$s light%2$s in diesem Profil.,app fills in %1$s %2$s — keep them
ui_cooling_5569ac4,,Cooling,Kühlung,
ui_copy_af74f7c,,Copy,Kopie,
ui_copy_dashboard_2ea354e,,Copy dashboard,Dashboard kopieren,
ui_copyright_2026_jimz011_b8f2c24,,Copyright © 2026 Jimz011,Urheberrecht © 2026 Jimz011,
ui_corners_f1fb139,,Corners,Ecken,
ui_could_not_add_the_parcel_check_the_number_and_fd157b4,,Could not add the parcel. Check the number and try again.,Das Paket konnte nicht hinzugefügt werden. Überprüfen Sie die Nummer und versuchen Sie es erneut.,
ui_couldn_t_reach_a30cc1b,,Couldn't reach %1$s,%1$s konnte nicht erreicht werden,app fills in %1$s — keep them
ui_couldn_t_reach_your_home_assistant_server_2a17c09,,Couldn't reach your Home Assistant server.,Ihr Home Assistant-Server konnte nicht erreicht werden.,don't translate Home Assistant
ui_countdown_timer_282cb17,,Countdown timer,Countdown-Timer,
ui_create_6e157c5,,Create,Erstellen,
ui_create_a_flow_11b4415,,Create a flow,Erstellen Sie einen Fluss,
ui_create_a_separate_dashboard_auto_generate_imports_once_and_a5f0ef1,,Create a separate dashboard. Auto Generate imports once and then becomes editable; Start Empty only keeps persons available.,Erstellen Sie ein separates Dashboard. Die Funktion „Automatisch generieren“ wird einmal importiert und kann dann bearbeitet werden. Start Empty hält nur Personen verfügbar.,
ui_create_custom_page_d1f53e7,,Create custom page,Erstellen Sie eine benutzerdefinierte Seite,
ui_created_by_jimz011_2026_hki_7_v_20cbca0,,Created by Jimz011 - 2026 • HKI 7 v%1$s,Erstellt von Jimz011 – 2026 • HKI 7 v%1$s,app fills in %1$s — keep them; don't translate HKI 7
ui_created_by_jimz011_with_help_from_ai_assisted_development_47c9a41,,"Created by Jimz011 with help from AI-assisted development tools. Product direction, design choices, testing, and responsibility for the released app remain with the project creator.","Erstellt von Jimz011 mit Hilfe von KI-gestützten Entwicklungstools. Produktrichtung, Designentscheidungen, Tests und Verantwortung für die veröffentlichte App verbleiben beim Projektersteller.",
ui_created_openly_1cc16d4,,Created openly,Offen angelegt,
ui_creates_a_full_duplicate_of_including_all_rooms_widgets_b96bbb1,,"Creates a full duplicate of ""%1$s"", including all rooms, widgets, and page settings. The copy is added to your dashboards without switching to it.","Erstellt ein vollständiges Duplikat von „%1$s“, einschließlich aller Räume, Widgets und Seiteneinstellungen. Die Kopie wird Ihren Dashboards hinzugefügt, ohne dass Sie dorthin wechseln müssen.",app fills in %1$s — keep them
ui_critical_04b7b26,,Critical,Kritisch,
ui_critical_low_5852b16,,%1$s critical · %2$s low,%1$s kritisch · %2$s niedrig,app fills in %1$s %2$s — keep them
ui_critical_replace_soon_dbd946d,,Critical — replace soon,Kritisch – bald ersetzen,
ui_current_4fc0e2b,,Current,Aktuell,
ui_current_88a0a02,,%1$s° current,%1$s° aktuell,app fills in %1$s — keep them
ui_current_charge_b6b0b3d,,Current charge,Aktuelle Ladung,
ui_current_e4ef83d,,Current %1$s%%,Aktuell %1$s%%,app fills in %1$s — keep them
ui_current_weather_0fc6239,,Current weather,Aktuelles Wetter,
ui_currently_loaded_69ef6fb,,Currently loaded,Derzeit geladen,
ui_custom_081ae3f,,Custom,Brauch,
ui_custom_buttons_c580449,,Custom buttons,Benutzerdefinierte Schaltflächen,
ui_custom_camera_ada9096,,Custom Camera,Benutzerdefinierte Kamera,
ui_custom_camera_url_8191b15,,Custom camera URL,Benutzerdefinierte Kamera-URL,
ui_custom_ed17691,,Custom %1$s,Benutzerdefiniert %1$s,app fills in %1$s — keep them
ui_custom_entities_d6e76ae,,Custom entities,Benutzerdefinierte Entitäten,
ui_custom_name_6af17c2,,Custom name,Benutzerdefinierter Name,
ui_custom_order_a7a5984,,Custom order,Eigene Reihenfolge,
ui_custom_seconds_7467e28,,Custom seconds,Benutzerdefinierte Sekunden,
ui_custom_state_378153b,,Custom state...,Benutzerdefinierter Status...,
ui_custom_url_9c155e9,,Custom URL,Benutzerdefinierte URL,
ui_customize_device_energy_b754bb5,,Customize device energy,Passen Sie die Geräteenergie an,
ui_customize_top_consumers_eb249c5,,Customize top consumers,Passen Sie Top-Konsumenten individuell an,
ui_customize_water_devices_81ce5f6,,Customize water devices,Passen Sie Wassergeräte an,
ui_d_6388bb3,,"%1$s d, %2$s","%1$s d, %2$s",app fills in %1$s %2$s — keep them
ui_daily_backup_is_active_111a631,,Daily backup is active,Die tägliche Sicherung ist aktiv,
ui_dashboard_d87f47b,,Dashboard,Dashboard,
ui_dashboard_header_36d8656,,Dashboard header,Dashboard-Kopfzeile,
ui_dashboard_name_466f3af,,Dashboard name,Dashboard-Name,
ui_dashboard_width_and_card_shape_3fcad11,,Dashboard width and card shape,Dashboard-Breite und Kartenform,
ui_dashboards_197565b,,Dashboards,Dashboards,
ui_dashboards_shared_by_your_family_import_to_add_a_8a6d06e,,Dashboards shared by your family. Import to add a copy to your dashboards; import again later to pull updates.,"Von Ihrer Familie geteilte Dashboards. Importieren, um eine Kopie zu Ihren Dashboards hinzuzufügen; Später erneut importieren, um Updates abzurufen.",
ui_dashboards_visual_style_and_everyday_navigation_17f3ac2,,"Dashboards, visual style, and everyday navigation","Dashboards, visueller Stil und alltägliche Navigation",
ui_data_series_e5977fb,,Data series,Datenreihe,
ui_data_sources_dadd6ac,,Data sources,Datenquellen,
ui_date_eb9a4bc,,Date,Datum,
ui_datetime_f1e5baf,,DateTime,DatumUhrzeit,
ui_day_to_839bf92,,%1$s day%2$s to %3$s,%1$s Tag%2$s bis %3$s,app fills in %1$s %2$s %3$s — keep them
ui_decrease_67e19d8,,Decrease,Verringern,
ui_default_808d7dc,,Default,Standard,
ui_default_effect_per_type_a4ce3c4,,Default effect per type,Standardeffekt pro Typ,
ui_default_view_343256a,,Default view,Standardansicht,
ui_default_weather_entity_588d455,,Default weather entity,Standard-Wetterentität,
ui_defrosting_c3b2817,,Defrosting,Auftauen,
ui_delete_0c6013a,,"Delete ""%1$s""?",„%1$s“ löschen?,app fills in %1$s — keep them
ui_delete_137cdc2,,Delete %1$s?,%1$s löschen?,app fills in %1$s — keep them
ui_delete_automation_442d61c,,Delete automation?,Automatisierung löschen?,
ui_delete_f6fdbe4,,Delete,Löschen,
ui_delete_floor_07c4a91,,Delete floor,Etage löschen,
ui_delivered_eea956c,,Delivered,Zugestellt,
ui_demo_mode_a85b728,,Demo mode,Demo-Modus,
ui_description_55f8ebc,,Description,Beschreibung,
ui_details_dc3decb,,Details,Details,
ui_detected_carbon_intensity_9983458,,Detected carbon intensity,Kohlenstoffintensität erkannt,
ui_device_8c01559,,Device: %1$s,Gerät: %1$s,app fills in %1$s — keep them
ui_device_a5a74a6,,Device,Gerät,
ui_device_details_39c277d,,Device details,Gerätedetails,
ui_device_details_eb36018,,DEVICE DETAILS,GERÄTEDETAILS,
ui_device_energy_79de3d8,,Device energy,Energie je Gerät,
ui_device_helpers_6a8b199,,Device & helpers,Gerät & Helfer,
ui_device_name_79d7a15,,Device name,Gerätename,
ui_device_tracker_and_geocoded_location_f9e2d34,,Device tracker and geocoded location,Geräte-Tracker und geokodierter Standort,
ui_devices_728190e,,devices,Geräte,
ui_devices_df485c8,,Devices,Geräte,
ui_dialog_control_63e18cf,,Dialog control,Dialogsteuerung,
ui_direction_5a47d4d,,Direction —,Richtung —,
ui_disable_battery_optimization_d3201bf,,Disable Battery Optimization,Deaktivieren Sie die Batterieoptimierung,
ui_disarmed_aaa4d9e,,Disarmed,Unscharf,
ui_discovered_acbb9e0,,Discovered,Entdeckt,
ui_dismiss_70afe9e,,Dismiss,Zurückweisen,
ui_display_574ff9b,,Display,Anzeige,
ui_display_linked_entities_and_dialog_layout_e6987f9,,"Display, linked entities, and dialog layout","Anzeige, verknüpfte Elemente und Dialoglayout",
ui_display_mode_627bc30,,Display mode,Anzeigemodus,
ui_display_order_5f1293a,,Display order,Reihenfolge anzeigen,
ui_done_e9b450d,,Done,Erledigt,
ui_door_locked_4b46012,,Door\nLocked,Tür\nGesperrt,\n = line break
ui_door_open_74899a4,,Door\nOpen,Tür\nOffen,\n = line break
ui_door_sensor_turns_lock_card_red_when_open_9bc1372,,Door sensor (turns lock card red when open),"Türsensor (schaltet die Schlosskarte rot, wenn sie geöffnet ist)",
ui_door_sensors_a7bb309,,Door sensors,Türsensoren,
ui_double_tap_a268e89,,Double tap,Doppeltippen,
ui_drag_horizontally_across_the_full_button_547ea8c,,Drag horizontally across the full button,Ziehen Sie horizontal über die gesamte Schaltfläche,
ui_drag_to_reorder_use_the_eye_button_to_hide_cd28b4c,,Drag to reorder. Use the eye button to hide an item or schedule when it shows.,"Zum Neuanordnen ziehen. Verwenden Sie die Augentaste, um ein Element oder einen Zeitplan auszublenden, wenn er angezeigt wird.",
ui_drag_to_set_the_order_cameras_appear_on_the_7bcb4f5,,Drag to set the order cameras appear on the Security view.,"Ziehen Sie, um die Reihenfolge festzulegen, in der Kameras in der Sicherheitsansicht angezeigt werden.",
ui_drag_to_set_the_order_the_cards_appear_below_b6a92e4,,Drag to set the order the cards appear below the house on the Energy view.,"Ziehen Sie, um die Reihenfolge festzulegen, in der die Karten in der Energieansicht unter dem Haus angezeigt werden.",
ui_drag_to_set_the_order_thermostats_and_ac_units_62d49e7,,Drag to set the order thermostats and AC units appear on the Climate view.,"Ziehen Sie, um die Reihenfolge festzulegen, in der Thermostate und AC-Einheiten in der Klimaansicht angezeigt werden.",
ui_drying_7ea61a9,,Drying,Entfeuchtet,
ui_e_e0184ad,,E,E,
ui_each_group_controls_one_part_of_this_page_286a40b,,Each group controls one part of this page,Jede Gruppe kontrolliert einen Teil dieser Seite,
ui_each_home_keeps_its_own_login_dashboard_notification_conne_c261f94,,"Each home keeps its own login, dashboard, notification connection, and location registration","Jedes Zuhause verfügt über ein eigenes Login, ein eigenes Dashboard, eine eigene Benachrichtigungsverbindung und eine eigene Standortregistrierung",
ui_edit_5301648,,Edit,Bearbeiten,
ui_edit_entities_485ee65,,Edit entities,Entitäten bearbeiten,
ui_edit_page_17e45f8,,Edit page,Seite bearbeiten,
ui_edit_sensors_6c38d51,,Edit sensors,Sensoren bearbeiten,
ui_effects_8f25a85,,Effects,Effekte,
ui_electricity_925cf7f,,Electricity,Strom,
ui_electricity_total_c81c63f,,Electricity Total,Strom insgesamt,
ui_elevation_a514da1,,Elevation,Elevation,
ui_empty_3159fe4,,Empty,Leer,
ui_empty_bin_0cbe2d7,,Empty bin,Leerer Behälter,
ui_empty_bin_bcf05c4,,Empty bin: %1$s,Leerer Behälter: %1$s,app fills in %1$s — keep them
ui_empty_bin_optional_fallback_e40b857,,Empty bin (optional fallback),Behälter leeren (optionaler Fallback),
ui_empty_iframe_open_its_settings_in_edit_mode_and_c17ba2f,,Empty iFrame — open its settings in edit mode and enter a web address.,Leerer iFrame – öffnen Sie seine Einstellungen im Bearbeitungsmodus und geben Sie eine Webadresse ein.,
ui_empty_markdown_widget_open_its_settings_in_edit_mode_b65072d,,Empty markdown widget — open its settings in edit mode to write content.,"Leeres Markdown-Widget – öffnen Sie seine Einstellungen im Bearbeitungsmodus, um Inhalte zu schreiben.",
ui_empty_stack_79d38d5,,Empty Stack,Leerer Stapel,
ui_enable_cloud_backup_32fe82b,,Enable cloud backup,Cloud-Backup aktivieren,
ui_enable_home_assistant_backup_bd7cf62,,Enable Home Assistant backup,Aktivieren Sie die Home Assistant-Sicherung,don't translate Home Assistant
ui_enable_the_features_hki_7_may_use_in_the_52e596d,,Enable the features HKI 7 may use in the background,"Aktivieren Sie die Funktionen, die HKI 7 im Hintergrund verwenden darf",don't translate HKI 7
ui_enabled_e22fb09,,ENABLED,ERMÖGLICHT,
ui_end_2a002eb,,End: %1$s,Ende: %1$s,app fills in %1$s — keep them
ui_energy_437bcb1,,Energy,Energie,
ui_energy_cards_c84abda,,Energy Cards,Energiekarten,
ui_energy_counters_imported_from_home_assistant_s_energy_dash_9dd23f9,,Energy counters imported from Home Assistant's Energy dashboard.,Aus dem Energie-Dashboard von Home Assistant importierte Energiezähler.,don't translate Home Assistant
ui_energy_stack_cards_5ac4b4c,,Energy Stack Cards,Energiestapelkarten,
ui_energyscene_374cbbb,,energyScene,Energieszene,
ui_enter_a_pin_4e6a960,,Enter a PIN,Geben Sie eine PIN ein,
ui_enter_a_valid_json_object_00d1e89,,Enter a valid JSON object,Geben Sie ein gültiges JSON-Objekt ein,
ui_enter_an_address_manually_5eda99d,,Enter an address manually,Geben Sie manuell eine Adresse ein,
ui_enter_code_ab45ae5,,Enter code,Code eingeben,
ui_enter_http_url_relative_path_or_webrtc_id_e_bb736eb,,"Enter HTTP URL, relative path, or WebRTC ID (e.g., poort_hd)","Geben Sie die HTTP-URL, den relativen Pfad oder die WebRTC-ID ein (z. B. „poort_hd“).",
ui_enter_http_url_relative_path_or_webrtc_path_e_41da8c2,,"Enter HTTP URL, relative path, or WebRTC path (e.g., url: poort_hd)","Geben Sie die HTTP-URL, den relativen Pfad oder den WebRTC-Pfad ein (z. B. URL:poort_hd)",
ui_enter_the_same_data_object_home_assistant_shows_in_f7e27af,,Enter the same data object Home Assistant shows in YAML. JSON is used here so values keep their exact type.,"Geben Sie dasselbe Datenobjekt ein, das Home Assistant in YAML anzeigt. Hier wird JSON verwendet, sodass die Werte ihren genauen Typ behalten.",don't translate Home Assistant
ui_entities_390082d,,Entities · %1$s,Entitäten · %1$s,app fills in %1$s — keep them
ui_entities_6510c2f,,Entities (%1$s),Entitäten (%1$s),app fills in %1$s — keep them
ui_entities_9d88f3c,,entities,Entitäten,
ui_entities_appearance_and_interactions_b90b013,,"Entities, appearance, and interactions","Entitäten, Aussehen und Interaktionen",
ui_entities_f7638a2,,Entities,Entitäten,
ui_entities_that_signal_activity_or_safety_states_769b862,,Entities that signal activity or safety states,"Entitäten, die Aktivitäts- oder Sicherheitszustände signalisieren",
ui_entity_icons_gently_glow_spin_or_pulse_while_the_b3a8910,,"Entity icons gently glow, spin, or pulse while the device is on. Only active devices animate.","Entitätssymbole leuchten, drehen oder pulsieren sanft, während das Gerät eingeschaltet ist. Nur aktive Geräte werden animiert.",
ui_entity_integrations_852a3e0,,Entity integrations,Entitätsintegrationen,
ui_entity_name_9543eb8,,Entity name,Entitätsname,
ui_entity_picture_0569c68,,Entity picture,Entitätsbild,
ui_entity_unavailable_3974ddb,,Entity unavailable,Entität nicht verfügbar,
ui_event_ad8919a,,Event,Ereignis,
ui_every_contribution_helps_and_payment_is_never_required_1bc44f2,,"Every contribution helps, and payment is never required",Jeder Beitrag hilft und es ist nie eine Zahlung erforderlich,
ui_everyday_navigation_e2f1711,,Everyday navigation,Alltagsnavigation,
ui_everyone_c756f6a,,Everyone,Alle,
ui_exact_text_or_number_reported_by_home_assistant_00e5cc6,,Exact text or number reported by Home Assistant,"Genauer Text oder genaue Nummer, die von Home Assistant gemeldet wird",don't translate Home Assistant
ui_example_com_or_https_8381ca6,,example.com or https://…,example.com oder https://…,
ui_existing_camera_5fb3653,,Existing Camera,Vorhandene Kamera,
ui_exit_demo_mode_ab94122,,Exit Demo Mode,Verlassen Sie den Demo-Modus,
ui_exit_full_screen_3d9afda,,Exit full screen,Verlassen Sie den Vollbildmodus,
ui_exiting_removes_the_sample_home_and_returns_to_the_05548e1,,"Exiting removes the sample home and returns to the welcome screen, where you can connect a real Home Assistant server.","Durch das Beenden wird das Beispielhaus entfernt und zum Begrüßungsbildschirm zurückgekehrt, auf dem Sie eine Verbindung zu einem echten Home Assistant-Server herstellen können.",don't translate Home Assistant
ui_expected_delivery_78d54b2,,Expected delivery,Lieferung voraussichtlich,
ui_expected_today_4af5600,,Expected today,Wird heute erwartet,
ui_external_url_or_nabu_casa_url_d2e1eed,,External URL or Nabu Casa URL,Externe URL oder Nabu Casa-URL,don't translate Nabu Casa
ui_family_sharing_160fddb,,Family Sharing,Familienfreigabe,
ui_family_sharing_settings_are_controlled_by_a_home_assistant_cdb35a2,,Family Sharing settings are controlled by a Home Assistant admin. You can use a dashboard shared with you below.,Die Einstellungen für die Familienfreigabe werden von einem Home Assistant-Administrator gesteuert. Sie können ein unten für Sie freigegebenes Dashboard verwenden.,don't translate Home Assistant
ui_fan_ec38406,,Fan,Lüfter,
ui_fan_modes_fbaa3df,,Fan & modes,Lüfter und Modi,
ui_fans_73d38db,,Fans,Lüfter,
ui_fetch_climate_entities_from_home_assistant_again_a65f837,,Fetch climate entities from Home Assistant again.,Rufen Sie die Klimaelemente erneut vom Home Assistant ab.,don't translate Home Assistant
ui_fetch_rooms_floors_and_their_entities_from_home_assistant_0d84305,,"Fetch rooms, floors, and their entities from Home Assistant again.","Rufen Sie Räume, Etagen und ihre Einheiten erneut vom Home Assistant ab.",don't translate Home Assistant
ui_fetch_security_entities_from_home_assistant_again_577b666,,Fetch security entities from Home Assistant again.,Rufen Sie die Sicherheitsentitäten erneut von Home Assistant ab.,don't translate Home Assistant
ui_fetch_the_home_assistant_energy_dashboard_configuration_ag_9180e9b,,Fetch the Home Assistant energy dashboard configuration again.,Rufen Sie die Konfiguration des Home Assistant-Energie-Dashboards erneut ab.,don't translate Home Assistant
ui_find_home_assistant_locally_c992bdf,,Find Home Assistant locally,Finden Sie Home Assistant vor Ort,don't translate Home Assistant
ui_firmware_94fe490,,Firmware %1$s,Firmware %1$s,app fills in %1$s — keep them
ui_five_simple_gestures_are_all_you_need_to_get_d4c2675,,Five simple gestures are all you need to get around HKI 7.,"Fünf einfache Gesten genügen, um sich in HKI 7 zurechtzufinden.",don't translate HKI 7
ui_fixed_tab_10fe998,,Fixed tab,Feste Registerkarte,
ui_floor_7db82f7,,Floor,Etage,
ui_floor_assignment_288a740,,Floor assignment,Etagenzuweisung,
ui_floor_name_e9d98d6,,Floor name,Etagenname,
ui_floor_settings_640cb8e,,Floor settings,Bodeneinstellungen,
ui_flowphase_101d9f0,,flowPhase,flowPhase,
ui_flows_1242655,,Flows,Fließt,
