key,item,english,translation,notes
ui_fan_ec38406,,Fan,Tuuletin,
ui_fan_modes_fbaa3df,,Fan & modes,Tuuletin ja tilat,
ui_fans_73d38db,,Fans,Fanit,
ui_fetch_climate_entities_from_home_assistant_again_a65f837,,Fetch climate entities from Home Assistant again.,Hae ilmastokokonaisuudet Home Assistantista uudelleen.,don't translate Home Assistant
ui_fetch_rooms_floors_and_their_entities_from_home_assistant_0d84305,,"Fetch rooms, floors, and their entities from Home Assistant again.","Hae huoneet, lattiat ja niiden kokonaisuudet Home Assistantista uudelleen.",don't translate Home Assistant
ui_fetch_security_entities_from_home_assistant_again_577b666,,Fetch security entities from Home Assistant again.,Hae tietoturvayksiköt uudelleen Home Assistantista.,don't translate Home Assistant
ui_fetch_the_home_assistant_energy_dashboard_configuration_ag_9180e9b,,Fetch the Home Assistant energy dashboard configuration again.,Hae Home Assistantin energianhallintapaneelin kokoonpano uudelleen.,don't translate Home Assistant
ui_find_home_assistant_locally_c992bdf,,Find Home Assistant locally,Etsi Home Assistant paikallisesti,don't translate Home Assistant
ui_firmware_94fe490,,Firmware %1$s,Laiteohjelmisto %1$s,app fills in %1$s — keep them
ui_five_simple_gestures_are_all_you_need_to_get_d4c2675,,Five simple gestures are all you need to get around HKI 7.,Tarvitset vain viisi yksinkertaista elettä liikkuaksesi HKI 7:ssä.,don't translate HKI 7
ui_fixed_tab_10fe998,,Fixed tab,Kiinteä välilehti,
ui_floor_7db82f7,,Floor,Kerros,
ui_floor_assignment_288a740,,Floor assignment,Kerrostehtävä,
ui_floor_name_e9d98d6,,Floor name,Kerroksen nimi,
ui_floor_settings_640cb8e,,Floor settings,Lattian asetukset,
ui_flowphase_101d9f0,,flowPhase,flowPhase,
ui_flows_1242655,,Flows,Virtaukset,
ui_focused_groups_keep_advanced_options_easy_to_find_44ac86e,,Focused groups keep advanced options easy to find,Kohdistetut ryhmät pitävät lisäasetukset helposti löydettävissä,
ui_font_family_54a1848,,Font family,Fonttiperhe,
ui_font_size_ef89fc7,,Font size · %1$s%%,Fonttikoko · %1$s%%,app fills in %1$s — keep them
ui_fonts_ffe688a,,Fonts,Fontit,
ui_force_high_refresh_rate_214de79,,Force high refresh rate,Pakota korkea virkistystaajuus,
ui_forecast_528bc4b,,Forecast,Ennuste,
ui_forecast_entities_c950412,,Forecast entities,Ennustekokonaisuudet,
ui_forget_selection_7864f34,,Forget selection,Unohda valinta,
ui_forward_ba4e722,,Forward,Eteenpäin,
ui_from_ad3b521,,From %1$s,Lähde: %1$s,app fills in %1$s — keep them
ui_from_state_6c7eaef,,From state,Osavaltiosta,
ui_full_changelog_ae838e7,,Full changelog,Täysi muutosloki,
ui_full_controls_68749a5,,Full controls,Täydet säätimet,
ui_full_day_name_25ab7ee,,Full Day Name,Koko päivän nimi,
ui_full_url_or_a_path_on_your_home_assistant_66f9c59,,Full URL or a path on your Home Assistant server (e.g. /local/vacuum.png),Koko URL-osoite tai polku Home Assistant -palvelimellasi (esim. /local/vacuum.png),don't translate Home Assistant
ui_gas_ead9650,,Gas,Kaasu,
ui_generating_your_rooms_01654a1,,Generating your rooms,Huoneiden luominen,
ui_get_started_bd2cb05,,Get Started,Aloita,
ui_give_a_humidifier_a_fan_select_input_select_to_860be4d,,"Give a humidifier a fan / select / input_select to control its speed; its options replace the humidifier's mode chips, and modes move to the dialog's nav bar.",Anna ilmankostuttimelle tuuletin / valitse / input_select säätääksesi sen nopeutta; sen asetukset korvaavat ilmankostuttimen tilasirut ja tilat siirtyvät valintaikkunan navigointipalkkiin.,
ui_glow_6ae5a62,,glow,hehku,
ui_glowphase_748e6d6,,glowPhase,glowPhase,
ui_glowpulse_9269294,,glowPulse,hehkupulssi,
ui_good_61dedcf,,Good,Hyvä,
ui_google_drive_07c2964,,Google Drive,Google Drive,don't translate Google Drive
ui_got_it_5b8027f,,Got it,Selvä,
ui_got_it_let_s_explore_107038f,,Got it — let's explore,Selvä – tutkitaan,
ui_graph_sensor_c63cbb6,,Graph %1$s · %2$s sensor%3$s,Kaavio %1$s · %2$s anturi%3$s,app fills in %1$s %2$s %3$s — keep them
ui_graph_style_6acd980,,Graph Style,Kaavion tyyli,
ui_graphs_7839947,,Graphs,Kaaviot,
ui_grid_density_and_button_presentation_b7907e5,,Grid density and button presentation,Ruudukkotiheys ja painikkeiden esitys,
ui_grid_density_width_and_tile_shape_267ad9a,,"Grid density, width, and tile shape","Ristikkotiheys, leveys ja laatan muoto",
ui_grid_phases_0a5eae5,,Grid & phases,Ruudukko ja vaiheet,
ui_group_light_paused_for_manual_control_78d6b74,,%1$s group light%2$s paused for manual control.,%1$s ryhmävalo%2$s keskeytetty manuaalista ohjausta varten.,app fills in %1$s %2$s — keep them
ui_group_related_cards_in_one_section_f978d2b,,Group related cards in one section,Ryhmittele liittyvät kortit yhteen osioon,
ui_guide_motion_579dcaf,,guide_motion,opas_liike,
ui_guide_progress_6138614,,guide_progress,opas_progress,
ui_gust_53f5da4,, (gust %1$s),(puuski %1$s),app fills in %1$s — keep them; keep the space at the start/end
ui_h_0be1674,,%1$sh,%1$sh,app fills in %1$s — keep them
ui_header_31341c6,,Header,Otsikko,
ui_header_appearance_40327c9,,Header appearance,Otsikon ulkonäkö,
ui_header_custom_color_rrggbb_1887d0a,,Header custom color (#RRGGBB),Otsikon mukautettu väri (#RRGGBB),
ui_header_pill_d7520cf,,Header pill,Otsikkopilleri,
ui_header_text_7f71314,,Header text,Otsikkoteksti,
ui_header_text_f7593e7,,Header Text,Otsikkoteksti,
ui_header_wallpaper_url_or_path_25cf2b6,,Header wallpaper URL or path,Otsikkotaustakuvan URL-osoite tai polku,
ui_heading_some_bold_text_a_list_item_one_item_b7f049b,,"# Heading\nSome **bold** text, a list:\n- item one\n- item two","# Otsikko\nMuutama **lihavoitu** teksti, luettelo:\n- kohde yksi\n- kohta kaksi",\n = line break
ui_healthy_80ea156,,Healthy,Terve,
ui_heating_f2a3e6e,,Heating,Lämmitys,
ui_height_3f608b4,,Height,Korkeus,
ui_help_the_project_without_buying_premium_e960d10,,Help the project without buying Premium,Auta projektia ostamatta Premiumia,
ui_hidden_1364716,,%1$s hidden,%1$s piilotettu,app fills in %1$s — keep them
ui_hidden_d4c2792,,Hidden,Piilotettu,
ui_hidden_during_c0afbbc,,Hidden during,Piilotettu aikana,
ui_hidden_rooms_f621ba4,,Hidden rooms,Piilotetut huoneet,
ui_hidden_items_advanced_title,,Hidden items (advanced),Piilotetut kohteet (lisäasetukset),
ui_hidden_items_advanced_hint,,Comma-separated list of button entity ids or badge/widget ids to hide from this person specifically. A button's id is its entity id; a badge or widget's id is shown in its own Appearance settings.,"Pilkuilla eroteltu luettelo painikekokonaisuuksien tunnuksista tai merkki-/widget-tunnuksista, jotka piilotetaan tältä henkilöltä. Painikkeen tunnus on sen entiteettitunnus; tunnuksen tai widgetin tunnus näkyy sen omissa ulkoasuasetuksissa.",
ui_hidden_views_3e16d85,,Hidden views,Piilotetut näkymät,
ui_hide_certain_views_or_rooms_from_specific_people_to_f10458c,,Hide certain views or rooms from specific people to keep their dashboard simple. This is UX-level hiding — it does not restrict what they can do in Home Assistant itself.,"Piilota tietyt näkymät tai huoneet tietyiltä ihmisiltä pitääksesi heidän hallintapaneelinsa yksinkertaisena. Tämä on UX-tason piilottelu – se ei rajoita sitä, mitä he voivat tehdä itse Home Assistantissa.",don't translate Home Assistant
ui_hide_connection_notification_dcee06a,,Hide Connection Notification,Piilota yhteysilmoitus,
ui_hide_this_badge_or_schedule_when_it_appears_e149fbf,,"Hide this badge, or schedule when it appears",Piilota tämä merkki tai ajoita se näkyviin,
ui_hide_this_button_or_schedule_when_it_appears_a28bf66,,"Hide this button, or schedule when it appears","Piilota tämä painike tai ajoita, kun se tulee näkyviin",
ui_high_accuracy_mode_954d2c5,,High accuracy mode,Korkean tarkkuuden tila,
ui_history_90ccd64,,History,Historia,
ui_hki_7_68a9e17,,HKI 7,HKI 7,don't translate HKI 7
ui_hki_7_collects_location_data_to_enable_presence_detection_2dda033,,HKI 7 collects location data to enable presence detection and zone-based ,HKI 7 kerää sijaintitietoja mahdollistaakseen läsnäolon tunnistuksen ja vyöhykepohjaisen,don't translate HKI 7; keep the space at the start/end
ui_hki_7_logo_a445c44,,HKI 7 logo,HKI 7 logo,don't translate HKI 7
ui_hki_7_turns_your_native_home_assistant_entities_rooms_c95b345,,"HKI 7 turns your native Home Assistant entities, rooms, automations, media, energy data, and services into a configurable mobile dashboard. It is designed to stay connected to Home Assistant as the source of truth while offering a distinct HKI interface.","HKI 7 muuttaa alkuperäiset Home Assistant -kokonaisuudet, huoneet, automaatiot, mediat, energiatiedot ja palvelut konfiguroitavaksi mobiilikojelautaksi. Se on suunniteltu pysymään yhteydessä Home Assistantiin totuuden lähteenä samalla kun se tarjoaa erillisen HKI-liittymän.","don't translate Home Assistant, HKI 7"
ui_hki_7_v_d5594a7,,HKI 7 v%1$s,HKI 7 v%1$s,app fills in %1$s — keep them; don't translate HKI 7
ui_home_and_rooms_are_always_shown_reorder_the_other_bea984a,,Home and Rooms are always shown. Reorder the other tabs with the arrows and toggle each on or off.,Koti ja huoneet näkyvät aina. Järjestä muut välilehdet uudelleen nuolilla ja ota ne käyttöön tai poista ne käytöstä.,
ui_home_assistant_backup_is_off_4524f2e,,Home Assistant backup is off,Home Assistantin varmuuskopiointi on pois päältä,don't translate Home Assistant
ui_home_assistant_c8fd3bb,,Home Assistant,Home Assistant,don't translate Home Assistant
ui_home_assistant_instances_b0de2f3,,Home Assistant instances,Home Assistant -tapaukset,don't translate Home Assistant
ui_home_assistant_will_be_unavailable_briefly_while_it_restar_df30b45,,Home Assistant will be unavailable briefly while it restarts. Administrator access is required.,"Home Assistant ei ole hetken käytettävissä, kun se käynnistyy uudelleen. Järjestelmänvalvojan käyttöoikeudet vaaditaan.",don't translate Home Assistant
ui_home_security_aa534f2,,HOME SECURITY,KODIN TURVALLISUUS,
ui_home_wi_fi_names_comma_separated_b71c6ab,,Home Wi-Fi names (comma separated),Kodin Wi-Fi-verkkojen nimet (pilkuilla erotettuna),
ui_hourly_forecast_50f6c9c,,Hourly forecast,Tunneittainen ennuste,
ui_how_this_control_communicates_state_ad17a3d,,How this control communicates state,Kuinka tämä ohjaus kommunikoi tilan,
ui_how_this_icon_animates_while_the_device_is_active_dffdaf5,,"How this icon animates while the device is active. ""Auto"" follows the global setting; the rest override it for this icon.","Kuinka tämä kuvake animoituu, kun laite on aktiivinen. ""Auto"" seuraa yleistä asetusta; loput ohittavat sen tälle kuvakkeelle.",
ui_http_homeassistant_local_8123_67b2235,,http://homeassistant.local:8123,http://homeassistant.local:8123,
ui_http_url_relative_path_or_webrtc_name_e_g_dfc56c4,,"HTTP URL, relative path, or WebRTC name (e.g., url: poort_hd)","HTTP URL, suhteellinen polku tai WebRTC-nimi (esim. url: poort_hd)",
ui_https_1a66279,,https://…,https://…,
ui_https_example_ui_nabu_casa_4d97501,,https://example.ui.nabu.casa,https://example.ui.nabu.casa,
ui_humidifiers_aa38e2a,,Humidifiers,Ilmankostuttimet,
ui_humidifiers_are_found_automatically_from_the_humidifier_do_0717429,,Humidifiers are found automatically from the humidifier domain; add extra entities here if any are missing.,"Ilmankostuttimet löydetään automaattisesti ilmankostuttimen alueelta; lisää tähän ylimääräisiä entiteettejä, jos niitä puuttuu.",
ui_humidifying_5d5f6c5,,Humidifying,Kosteuttava,
ui_humidity_65adb9c,,Humidity,Kosteus,
ui_humidity_control_devices_c7e4846,,Humidity control devices,Kosteudensäätölaitteet,
ui_humidity_sensor_graphed_in_activity_5b792e1,,Humidity sensor (graphed in Activity),Kosteusanturi (kaaviona toiminnassa),
ui_icon_716f63b,,Icon,Kuvake,
ui_icon_animation_5b1faae,,Icon animation,Ikoni animaatio,
ui_icon_animations_and_effects_db0dea4,,Icon animations and effects,Kuvakeanimaatiot ja tehosteet,
ui_icon_eeaa97d,,Icon: %1$s,Kuvake: %1$s,app fills in %1$s — keep them
ui_icon_feedback_180b871,,Icon & feedback,Kuvake ja palaute,
ui_icons_edb8f6c,,Icons,Kuvakkeet,
ui_identity_7e5a975,,Identity,Identiteetti,
ui_identity_and_connection_bee53f8,,Identity and connection,Identiteetti ja yhteys,
ui_identity_presentation_indicators_and_maintenance_d46fbf4,,"Identity, presentation, indicators, and maintenance","Identiteetti, esitys, indikaattorit ja ylläpito",
ui_idle_cc1ebdd,,Idle,Tyhjäkäynti,
ui_image_50e19fd,,Image,Kuva,
ui_image_style_size_shape_and_background_40c17b6,,"Image style, size, shape, and background","Kuvan tyyli, koko, muoto ja tausta",
ui_image_url_or_path_ddd8d74,,Image URL or path,Kuvan URL-osoite tai polku,
ui_import_d6fbc9d,,Import,Tuoda,
ui_import_entities_that_have_not_been_edited_or_remove_6edde59,,"Import entities that have not been edited, or remove all climate edits and import from scratch.","Tuo entiteetit, joita ei ole muokattu, tai poista kaikki ilmastomuokkaukset ja tuo alusta.",
ui_import_entities_that_have_not_been_edited_or_remove_9851b28,,"Import entities that have not been edited, or remove all security edits and import from scratch.","Tuo entiteetit, joita ei ole muokattu, tai poista kaikki suojausmuokkaukset ja tuo alusta.",
ui_import_from_family_f9eb88d,,Import from family,Tuonti perheestä,
ui_import_only_rooms_and_entities_that_have_not_been_478d449,,"Import only rooms and entities that have not been edited, or remove all edited rooms and floors and import everything from scratch.","Tuo vain huoneet ja entiteetit, joita ei ole muokattu, tai poista kaikki muokatut huoneet ja kerrokset ja tuo kaikki alusta alkaen.",
ui_import_only_rooms_that_have_not_been_edited_or_d59bee5,,"Import only rooms that have not been edited, or rebuild everything. Rebuilding removes all edited rooms and floors before importing them from scratch.","Tuo vain huoneet, joita ei ole muokattu, tai rakenna kaikki uudelleen. Uudelleenrakennus poistaa kaikki muokatut huoneet ja kerrokset ennen kuin ne tuodaan tyhjästä.",
ui_import_sensors_with_device_class_battery_and_unit_of_dfaced9,,Import sensors with device_class battery and unit_of_measurement %.,Tuo anturit laiteluokan akulla ja mittayksikkö %.,
ui_import_settings_that_have_not_been_edited_or_remove_2fc3850,,"Import settings that have not been edited, or remove all energy edits and import from scratch.","Tuo asetukset, joita ei ole muokattu, tai poista kaikki energiamuokkaukset ja tuo ne alusta alkaen.",
ui_import_unedited_4a58143,,Import unedited,Tuo muokkaamaton,
ui_imported_stacks_cannot_be_removed_in_auto_mode_hide_608f9ed,,"Imported stacks cannot be removed in auto mode. Hide the stack instead, or take over / switch to manual mode to delete it permanently.",Tuotuja pinoja ei voi poistaa automaattitilassa. Piilota pino sen sijaan tai ota se käyttöön / vaihda manuaaliseen tilaan poistaaksesi sen pysyvästi.,
ui_importing_820599d,,Importing…,Tuodaan…,
ui_importing_areas_and_entities_from_home_assistant_0e50b82,,Importing areas and entities from Home Assistant…,Tuodaan alueita ja kokonaisuuksia Home Assistantista…,don't translate Home Assistant
ui_incoming_outgoing_1815915,,%1$s incoming · %2$s outgoing%3$s,%1$s saapuva · %2$s lähtevä%3$s,app fills in %1$s %2$s %3$s — keep them
ui_incoming_outgoing_49b9c0b,,%1$s incoming · %2$s outgoing,%1$s saapuva · %2$s lähtevä,app fills in %1$s %2$s — keep them
ui_incorrect_pin_2de1d18,,Incorrect PIN,Väärä PIN-koodi,
ui_increase_5a7fecf,,Increase,Lisätä,
ui_individual_water_usage_21dd78c,,Individual water usage,Yksilöllinen vedenkäyttö,
ui_individual_widgets_ff1526f,,Individual widgets,Yksittäiset widgetit,
ui_indoor_average_53abf03,,INDOOR AVERAGE,SISÄLLÄ KESKIMÄÄRÄ,
ui_indoor_comfort_7060319,,Indoor comfort,Sisätilojen mukavuus,
ui_instance_name_e98a2eb,,Instance name,Esineen nimi,
ui_interactions_0b3583e,,Interactions,Vuorovaikutuksia,
ui_internal_url_acab9b2,,Internal URL,Sisäinen URL-osoite,
ui_interval_seconds_eaeeb46,,Interval seconds,Intervalli sekuntia,
ui_is_c24d775,, is,on,keep the space at the start/end
ui_item_corner_roundness_5032003,,Item corner roundness,Tuotteen kulman pyöreys,
ui_items_cabff0b,,%1$s items,%1$s kohdetta,app fills in %1$s — keep them
ui_k_df46805,,%1$sK,%1$sK,app fills in %1$s — keep them
ui_keep_existing_edits_or_remove_all_battery_edits_and_acc0236,,"Keep existing edits, or remove all battery edits and import from scratch.",Säilytä nykyiset muokkaukset tai poista kaikki akun muokkaukset ja tuo ne alusta alkaen.,
ui_keep_only_the_title_right_header_pill_and_back_7777651,,"Keep only the title, right header pill, and back button when a page has one.","Säilytä vain otsikko, oikeanpuoleinen otsikkopilleri ja Takaisin-painike, kun sivulla on sellainen.",
ui_keeps_a_connection_to_home_assistant_for_instant_notificat_ecaee7d,,Keeps a connection to Home Assistant for instant notifications,Pitää yhteyttä Home Assistantiin välittömiä ilmoituksia varten,don't translate Home Assistant
ui_keeps_presence_detection_and_zone_automations_working_andr_c48598a,,Keeps presence detection and zone automations working. Android should show ‘Allow all the time’.,"Pitää läsnäolotunnistuksen ja vyöhykeautomaation toiminnassa. Androidin pitäisi näyttää ""Salli koko ajan"".",
ui_keeps_your_device_location_updated_in_home_assistant_e295875,,Keeps your device location updated in Home Assistant,Pitää laitteesi sijainnin ajan tasalla Home Assistantissa,don't translate Home Assistant
ui_km_h_ede7178,,%1$s km/h,%1$s km/h,app fills in %1$s — keep them
ui_languages_and_frameworks_used_by_the_android_app_fb4ac97,,Languages and frameworks used by the Android app,Android-sovelluksen käyttämät kielet ja puitteet,
ui_last_backup_05509f8,,Last backup %1$s,Viimeisin varmuuskopio %1$s,app fills in %1$s — keep them
ui_last_h_3faaee1,,Last %1$sh,Viimeinen %1$sh,app fills in %1$s — keep them
ui_last_run_b27f32a,,Last run %1$s,Viimeisin ajo %1$s,app fills in %1$s — keep them
ui_layout_972ad8d,,Layout,Layout,
ui_leave_a_tip_5f90f10,,Leave a tip,Jätä tippiä,
ui_leave_empty_to_use_the_home_assistant_name_f769e92,,Leave empty to use the Home Assistant name,"Jätä tyhjäksi, jos haluat käyttää Home Assistantin nimeä",don't translate Home Assistant
ui_leave_this_empty_for_local_only_access_add_an_cc6bf85,,Leave this empty for local-only access. Add an external or Nabu Casa URL to use HKI 7 away from home.,"Jätä tämä tyhjäksi, jos haluat käyttää vain paikallista käyttöä. Lisää ulkoinen tai Nabu Casan URL-osoite, jotta voit käyttää HKI 7:ää poissa kotoa.","don't translate Nabu Casa, HKI 7"
ui_left_8ae1c34,,Left,Vasen,
ui_left_side_overflows_right_fc8533c,,Left side overflows right,Vasen puoli vuotaa oikealle,
ui_less_526cb74,,Less,Vähemmän,
ui_let_hki_7_create_the_first_version_for_you_dc36439,,Let HKI 7 create the first version for you.,Anna HKI 7:n luoda ensimmäinen versio puolestasi.,don't translate HKI 7
ui_let_this_person_enter_edit_mode_667df39,,Let this person enter edit mode,Anna tämän henkilön siirtyä muokkaustilaan,
ui_level_7c7f5d0,,Level,Taso,
ui_level_unavailable_a442183,,Level unavailable,Taso ei saatavilla,
ui_license_3229609,,License,Lisenssi,
ui_light_is_turned_off_ebc0cf1,,Light is turned off,Valo on sammutettu,
ui_lines_c6fd387,,Lines,Linjat,
ui_link_a_device_to_auto_fill_the_humidifier_s_6f65010,,"Link a device to auto-fill the humidifier's helper entities, or set them by hand",Yhdistä laite täyttääksesi ilmankostuttimen apuyksiköt automaattisesti tai aseta ne käsin,
ui_link_a_speed_control_197d75a,,Link a speed control,Yhdistä nopeussäädin,
ui_linked_speed_control_optional_95fd680,,Linked speed control (optional),Yhdistetty nopeudensäätö (valinnainen),
ui_live_65c821a,,Live,Elää,
ui_live_6990f01,,LIVE,ELÄÄ,
ui_live_indicators_11ef687,,Live indicators,Live-indikaattorit,
ui_live_power_sensors_imported_from_home_assistant_s_configur_1b926f2,,Live power sensors imported from Home Assistant's configured Energy devices.,Live-tehoanturit tuotu Home Assistantin määritetyistä energialaitteista.,don't translate Home Assistant
ui_loading_actions_260b0c0,,Loading actions…,Ladataan toimintoja…,
ui_loading_actions_877bfd9,,Loading actions...,Ladataan toimintoja...,
ui_loading_camera_50a8065,,Loading camera…,Ladataan kameraa…,
ui_loading_device_a3fda88,,Loading device...,Ladataan laitetta...,
ui_local_file_576d5ac,,Local file,Paikallinen tiedosto,
ui_local_network_optional_42aba01,,Local network (optional),Paikallinen verkko (valinnainen),
ui_local_only_05ed059,,Local Only,Vain paikallinen,
ui_locating_e46bab0,,Locating…,Haetaan…,
ui_location_access_3b68001,,Location access,Sijainnin käyttöoikeus,
ui_location_d219c68,,Location,Sijainti,
ui_location_unavailable_3a57dda,,Location Unavailable,Sijainti ei saatavilla,
ui_lock_c37eb4c,,LOCK,LUKKO,
ui_locked_a798882,,Locked,Lukittu,
ui_locks_the_screen_to_its_highest_refresh_rate_while_585256f,,Locks the screen to its highest refresh rate while the app is open (uses more battery).,"Lukitsee näytön korkeimmalle virkistystaajuudelle, kun sovellus on auki (kuluttaa enemmän akkua).",
ui_log_in_again_1ee6e18,,Log in again,Kirjaudu uudelleen sisään,
ui_logging_in_again_keeps_your_dashboard_and_settings_9a8ed6f,,Logging in again keeps your dashboard and settings.,"Kun kirjaudut sisään uudelleen, kojelautasi ja asetuksesi säilyvät.",
ui_logo_url_or_ha_local_path_optional_e795f06,,Logo URL or HA/local path (optional),Logon URL-osoite tai HA/paikallinen polku (valinnainen),
ui_logout_keep_config_32a0cfb,,Logout (Keep Config),Kirjaudu ulos (Keep Config),
ui_low_a124947,,Low,Matala,
ui_low_ba7cae2,,%1$s low,%1$s alhainen,app fills in %1$s — keep them
ui_low_batteries_41d22d9,,%1$s low batteries,%1$s paristot vähissä,app fills in %1$s — keep them
ui_low_plan_a_replacement_34435da,,Low — plan a replacement,Matala – suunnittele vaihto,
ui_low_threshold_1ecfd8b,,Low threshold (%),Matala kynnys (%),
ui_lunar_phase_301b75e,,Lunar phase,Kuun vaihe,
ui_mail_92379cb,,Mail,Mail,
ui_maintenance_94de303,,Maintenance,Huolto,
ui_manage_items_d854c4b,,Manage items,Hallitse kohteita,
ui_manage_order_411f2d9,,Manage order,Hallitse tilausta,
ui_managed_by_an_admin_805ae65,,Managed by an admin,Järjestelmänvalvojan hallinnoima,
ui_manual_configuration_only_selected_entities_and_devices_ar_10e150b,,Manual configuration: only selected entities and devices are shown.,Manuaalinen konfigurointi: vain valitut entiteetit ja laitteet näytetään.,
ui_map_ab478f3,,Map,Kartta,
ui_map_c5cc79f,,Map: %1$s,Kartta: %1$s,app fills in %1$s — keep them
ui_map_camera_for_dialog_2bc4344,,Map camera (for dialog),Karttakamera (dialogia varten),
ui_map_status_sensors_and_control_bindings_8cc2dbd,,"Map, status sensors, and control bindings","Kartta, tila-anturit ja ohjaussidokset",
ui_map_unavailable_0ccd149,,Map unavailable,Kartta ei ole saatavilla,
ui_markdown_23e67fc,,Markdown,Markdown,
ui_matching_entities_are_added_automatically_by_home_assistan_07ebdac,,Matching entities are added automatically by Home Assistant device class. Add any missing or custom entities here.,Vastaavat entiteetit lisätään automaattisesti Home Assistant -laiteluokan mukaan. Lisää tähän puuttuvat tai mukautetut entiteetit.,don't translate Home Assistant
ui_media_0c77aee,,Media,Media,
ui_media_browsing_isn_t_available_for_this_player_e068417,,Media browsing isn't available for this player.,Median selaus ei ole käytettävissä tällä soittimella.,
ui_media_library_b9c5845,,Media library,Mediakirjasto,
ui_media_players_a4b8cf2,,Media players,Mediasoittimet,
ui_media_players_ec25525,,Media Players,Mediasoittimet,
ui_messages_safety_and_portability_ee58dfe,,"Messages, safety, and portability","Viestit, turvallisuus ja siirrettävyys",
ui_messages_sent_to_this_device_via_home_assistant_s_87e4a32,,Messages sent to this device via\nHome Assistant's notify service appear here.,"Viestit, jotka on lähetetty tälle laitteelle:\nHome Assistantin ilmoituspalvelu näkyvät täällä.",don't translate Home Assistant; \n = line break
ui_meteorological_tap_or_swipe_3f3d67e,,Meteorological · tap or swipe,Meteorologinen · napauta tai pyyhkäise,
ui_meter_readings_a3c12c4,,Meter readings,Mittarin lukemat,
ui_mixed_climate_5d22eb9,,Mixed climate,Sekoitettu ilmasto,
ui_mm_ce9b88b,,%1$s mm,%1$s mm,app fills in %1$s — keep them
ui_mmm_d_9367bcf,,"%1$s, MMM d","%1$s, MMM d",app fills in %1$s — keep them
ui_mode_a7b93d2,,Mode,tila,
ui_modes_6fc3ca8,,MODES,TILAT,
ui_modes_79f5b22,,Modes,Tilat,
ui_monitoring_a814345,,Monitoring,Valvonta,
ui_moon_846b902,,Moon,Kuu,
ui_move_down_260ff8a,,Move down,Siirry alas,
ui_move_up_b4f57cd,,Move up,Siirrä ylös,
ui_mozilla_public_license_2_0_mpl_2_0_4ec8335,,Mozilla Public License 2.0 (MPL-2.0),Mozilla Public License 2.0 (MPL-2.0),
ui_multiple_climate_values_are_averaged_separate_sensor_value_cfccbf4,,Multiple climate values are averaged. Separate sensor values are averaged only when no climate source is selected.,"Useista ilmastoarvoista lasketaan keskiarvo. Erillisten anturiarvojen keskiarvo lasketaan vain, kun mitään ilmastolähdettä ei ole valittu.",
ui_mywifi_mywifi_5g_2a163c1,,"MyWiFi, MyWiFi-5G","MyWiFi, MyWiFi-5G",
ui_n_b51a607,,N,N,
ui_name_709a232,,Name,Nimi,
ui_name_a_z_257c1c4,,Name A-Z,Nimi A-Z,
ui_name_and_icon_shown_above_this_container_9076bde,,Name and icon shown above this container,Tämän säilön yläpuolella näkyvä nimi ja kuvake,
ui_name_and_icon_shown_above_this_floor_3755eda,,Name and icon shown above this floor,Nimi ja kuvake tämän kerroksen yläpuolella,
ui_name_and_icon_used_throughout_the_app_bed8e83,,Name and icon used throughout the app,Koko sovelluksessa käytetty nimi ja kuvake,
ui_name_optional_9c9f03a,,Name (optional),Nimi (valinnainen),
ui_name_subtitle_and_navigation_icon_3f2e8c4,,"Name, subtitle, and navigation icon","Nimi, tekstitys ja navigointikuvake",
ui_name_this_device_4d603e2,,Name this device,Nimeä tämä laite,
ui_name_width_and_icon_a4d694b,,"Name, width, and icon","Nimi, leveys ja kuvake",
ui_name_z_a_daabfb6,,Name Z-A,Nimi Z-A,
ui_native_home_assistant_automations_always_in_sync_ae8941e,,"Native Home Assistant automations, always in sync","Natiivi Home Assistant -automaatio, aina synkronoitu",don't translate Home Assistant
ui_navigation_bar_e90e3de,,Navigation Bar,Navigointipalkki,
ui_network_routes_for_1d18efd,,Network routes for %1$s,Verkkoreitit kohteelle %1$s,app fills in %1$s — keep them
ui_never_sent_to_the_developer_or_to_any_third_f0479e9,,"never sent to the developer or to any third party, and you can turn this ","ei koskaan lähetetty kehittäjälle tai millekään kolmannelle osapuolelle, ja voit muuttaa tämän",keep the space at the start/end
ui_never_triggered_c91b347,,Never triggered,Ei koskaan laukaissut,
ui_new_dashboard_4d3c071,,New Dashboard,Uusi hallintapaneeli,
ui_new_floor_1389094,,New floor,Uusi lattia,
ui_new_flow_d4cef94,,New flow,Uusi virtaus,
ui_next_camera_14994be,,Next camera,Seuraava kamera,
ui_no_active_parcels_or_mail_6c9d49c,,No active parcels or mail.,Ei aktiivisia paketteja tai postia.,
ui_no_activity_in_this_period_5cb3978,,No activity in this period,Ei toimintaa tänä aikana,
ui_no_adaptive_lighting_profiles_are_currently_available_6d29642,,No Adaptive Lighting profiles are currently available.,Adaptive Lighting -profiileja ei ole tällä hetkellä saatavilla.,
ui_no_air_purifiers_configured_add_fan_entities_under_climate_fd229a8,,No air purifiers configured. Add fan entities under Climate Settings → Climate Entities → Air purifiers.,Ilmanpuhdistimia ei ole määritetty. Lisää tuulettimet kohtaan Ilmastoasetukset → Ilmastoyksiköt → Ilmanpuhdistimet.,
ui_no_alarm_585ad82,,No alarm,Ei hälytystä,
ui_no_announced_letters_4382408,,No announced letters.,Ei ilmoitettuja kirjeitä.,
